delta,ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.101,0.466,-0.917,0.264,-37.000,-24.000,-5.000,0.093,-0.357,0.298,-0.58,2.71,0.37
0.100,0.504,-0.892,0.319,-38.000,-27.000,-1.000,0.161,-0.380,0.272,-0.53,2.68,0.35
0.101,0.515,-0.888,0.289,-39.000,-28.000,-2.000,0.108,-0.317,0.517,-0.49,2.64,0.31
0.100,0.585,-0.554,0.414,-36.000,-33.000,0.000,0.067,-0.068,0.802,-0.45,2.59,0.23
0.091,0.561,-0.864,0.099,-36.000,-33.000,-4.000,-0.278,0.443,0.913,-0.44,2.56,0.12
0.100,0.641,-0.742,0.103,-34.000,-35.000,-6.000,0.021,-0.005,0.626,-0.41,2.53,0.06
0.101,0.699,-0.680,0.253,-34.000,-38.000,-1.000,-0.070,0.178,-0.045,-0.43,2.52,0.05
0.111,0.645,-0.737,0.135,-36.000,-33.000,0.000,-0.285,0.376,-0.503,-0.50,2.56,0.06
0.091,0.594,-0.867,0.237,-36.000,-28.000,-1.000,-0.371,0.480,-1.110,-0.60,2.62,0.13
0.110,0.495,-0.859,0.316,-40.000,-24.000,-4.000,0.026,-0.042,-1.369,-0.67,2.71,0.29
0.090,0.416,-0.809,0.219,-38.000,-19.000,-1.000,0.198,-0.084,-0.774,-0.70,2.73,0.37
0.101,0.360,-0.870,0.315,-40.000,-17.000,-1.000,0.048,-0.110,-0.732,-0.72,2.78,0.46
0.101,0.263,-0.903,0.287,-37.000,-13.000,0.000,-0.067,-0.125,-0.773,-0.74,2.85,0.56
0.100,0.193,-0.968,0.292,-40.000,-11.000,0.000,-0.018,-0.120,-0.876,-0.75,2.92,0.68
0.101,0.120,-0.877,0.271,-41.000,-6.000,0.000,0.025,0.001,-0.690,-0.77,2.98,0.77
0.102,0.062,-0.956,0.305,-38.000,-2.000,-4.000,-0.042,0.046,-0.815,-0.79,3.05,0.88
0.110,-0.046,-0.927,0.209,-35.000,2.000,0.000,-0.125,0.383,-0.712,-0.84,3.14,0.99
0.101,-0.090,-0.947,0.311,-32.000,7.000,2.000,0.060,0.689,-0.299,-0.92,-3.13,1.03
0.090,-0.101,-1.108,0.300,-34.000,7.000,-1.000,-0.107,1.297,0.407,-1.04,3.10,0.95
0.091,-0.026,-1.214,0.216,-33.000,4.000,2.000,0.033,1.415,0.822,-1.16,2.89,0.73
0.100,0.133,-1.138,0.264,-34.000,1.000,-2.000,0.264,0.604,0.709,-1.19,2.62,0.47
0.100,0.188,-1.054,0.136,-37.000,-1.000,0.000,0.355,0.847,0.822,-1.20,2.24,0.11
0.101,0.352,-0.849,0.184,-37.000,-8.000,-8.000,0.964,0.894,1.665,-1.09,1.77,-0.29
0.100,0.519,-0.778,0.052,-35.000,-11.000,-12.000,1.018,0.632,1.583,-0.93,1.53,-0.45
0.101,0.639,-0.743,-0.084,-31.000,-21.000,-19.000,0.976,0.590,1.471,-0.78,1.38,-0.52
0.101,0.736,-0.687,-0.124,-27.000,-23.000,-22.000,0.918,0.131,1.374,-0.65,1.32,-0.48
0.101,0.788,-0.653,-0.323,-24.000,-28.000,-18.000,0.510,0.087,0.915,-0.57,1.30,-0.44
0.101,0.857,-0.610,-0.255,-24.000,-31.000,-24.000,0.813,-0.118,1.099,-0.48,1.26,-0.38
0.101,0.863,-0.408,-0.358,-17.000,-34.000,-23.000,0.772,-0.177,1.049,-0.39,1.22,-0.31
0.100,0.908,-0.261,-0.275,-12.000,-38.000,-25.000,0.610,-0.434,1.286,-0.30,1.21,-0.21
0.101,0.932,-0.009,-0.225,-8.000,-40.000,-20.000,0.716,-0.610,1.255,-0.22,1.17,-0.09
0.101,0.942,0.185,-0.138,-2.000,-44.000,-18.000,0.126,-0.611,0.765,-0.19,1.19,0.01
0.100,0.960,0.307,-0.036,1.000,-43.000,-24.000,-0.075,-0.469,0.863,-0.14,1.21,0.09
0.101,0.932,0.250,-0.096,1.000,-43.000,-19.000,0.065,-0.199,0.753,-0.09,1.22,0.14
0.100,0.934,0.303,-0.006,6.000,-43.000,-16.000,0.336,-0.127,0.589,-0.06,1.19,0.18
0.091,0.924,0.328,-0.035,6.000,-46.000,-17.000,0.431,0.129,0.546,-0.02,1.15,0.20
0.100,0.889,0.401,-0.021,9.000,-45.000,-16.000,0.419,0.048,0.881,0.04,1.11,0.23
0.100,0.805,0.562,-0.037,14.000,-43.000,-20.000,0.294,0.005,0.948,0.12,1.07,0.28
0.101,0.755,0.690,0.050,16.000,-40.000,-14.000,0.284,-0.116,0.938,0.18,1.03,0.34
0.100,0.711,0.698,0.103,21.000,-40.000,-16.000,0.306,-0.049,0.946,0.25,0.98,0.41
0.100,0.655,0.669,0.171,24.000,-36.000,-18.000,0.420,-0.176,1.158,0.33,0.91,0.50
0.100,0.501,0.812,0.046,28.000,-32.000,-18.000,0.489,-0.052,1.515,0.44,0.81,0.61
0.101,0.348,1.047,0.167,29.000,-26.000,-21.000,0.405,0.101,1.757,0.56,0.68,0.76
0.100,0.356,0.851,0.275,34.000,-20.000,-18.000,0.202,0.020,0.613,0.60,0.62,0.83
0.101,0.245,0.965,0.201,38.000,-17.000,-22.000,0.158,0.662,0.491,0.69,0.58,0.84
0.100,0.214,1.083,0.253,39.000,-15.000,-23.000,0.092,0.767,0.276,0.77,0.57,0.83
0.101,0.207,1.151,0.252,40.000,-12.000,-18.000,-0.299,0.909,0.044,0.85,0.63,0.77
0.100,0.238,1.191,0.112,40.000,-15.000,-22.000,-0.679,1.405,-0.497,0.92,0.84,0.58
0.100,0.385,0.847,-0.092,37.000,-18.000,-26.000,-0.875,1.297,-1.653,0.86,1.17,0.27
0.101,0.476,0.827,-0.080,34.000,-18.000,-28.000,-0.836,0.423,-1.170,0.76,1.33,0.16
0.101,0.557,0.806,-0.162,32.000,-23.000,-30.000,-0.490,0.085,-0.948,0.67,1.40,0.13
0.090,0.602,0.469,-0.300,26.000,-26.000,-31.000,-0.497,-0.118,-1.553,0.53,1.46,0.12
0.100,0.740,0.107,-0.191,21.000,-29.000,-32.000,-0.549,-0.457,-2.088,0.30,1.51,0.15
0.101,0.825,0.252,-0.130,11.000,-33.000,-32.000,-1.034,-0.654,-2.041,0.09,1.60,0.22
0.100,0.795,0.076,-0.305,3.000,-37.000,-32.000,-0.852,-0.915,-2.993,-0.22,1.71,0.34
0.101,0.835,0.248,-0.302,-5.000,-37.000,-27.000,-0.747,-0.379,-2.312,-0.45,1.82,0.43
0.101,0.874,-0.033,-0.308,-11.000,-35.000,-27.000,-0.570,-0.101,-1.411,-0.60,1.93,0.51
0.111,0.838,-0.182,-0.069,-21.000,-36.000,-26.000,-1.012,-0.108,-1.426,-0.75,2.10,0.62
0.090,0.728,-0.624,0.004,-25.000,-28.000,-19.000,-0.898,-0.405,-1.992,-0.87,2.32,0.82
0.101,0.623,-0.714,-0.060,-30.000,-23.000,-17.000,-0.141,-0.434,-1.417,-0.94,2.49,1.03
0.101,0.506,-0.942,-0.010,-33.000,-12.000,-13.000,-0.460,-0.081,-1.711,-1.02,2.75,1.30
0.100,0.427,-0.953,0.019,-32.000,-13.000,-12.000,-0.244,0.205,-0.652,-1.07,2.85,1.40
0.101,0.352,-0.969,-0.011,-35.000,-8.000,-16.000,-0.238,0.224,-0.870,-1.11,3.01,1.57
0.101,0.291,-0.905,0.059,-35.000,-6.000,-14.000,-0.157,0.077,-0.711,-1.13,-3.13,1.71
0.101,0.235,-0.754,0.058,-33.000,-2.000,-9.000,-0.191,-0.056,-0.528,-1.12,-3.02,1.82
0.100,0.154,-1.074,0.093,-32.000,0.000,-6.000,-0.021,-0.163,-0.281,-1.11,-2.99,1.86
0.101,0.156,-0.973,0.081,-30.000,1.000,-6.000,-0.031,-0.077,-0.003,-1.11,-3.01,1.85
0.091,0.110,-0.998,0.042,-33.000,5.000,-6.000,-0.181,0.203,-0.422,-1.12,-2.93,1.92
0.101,0.081,-0.924,0.093,-32.000,2.000,-6.000,-0.101,0.048,-0.401,-1.12,-2.86,2.00
0.101,0.062,-0.821,0.120,-28.000,4.000,-10.000,-0.074,0.110,-0.307,-1.13,-2.80,2.06
0.100,-0.028,-0.980,0.143,-29.000,8.000,-11.000,-0.078,0.148,-0.652,-1.13,-2.67,2.21
0.101,-0.090,-1.066,0.197,-30.000,12.000,-10.000,-0.069,0.687,-0.252,-1.18,-2.54,2.34
0.101,-0.049,-0.971,-0.020,-32.000,9.000,-7.000,-0.147,0.261,0.573,-1.24,-2.65,2.21
0.100,0.015,-0.959,0.122,-30.000,8.000,-4.000,0.091,0.291,0.375,-1.29,-2.76,2.11
0.101,0.013,-1.016,0.094,-32.000,5.000,-6.000,-0.033,0.243,0.393,-1.33,-2.91,1.95
0.111,0.070,-1.193,0.161,-32.000,4.000,-5.000,0.190,0.240,0.728,-1.36,2.93,1.53
0.090,0.147,-1.014,0.094,-35.000,-1.000,-6.000,0.338,0.077,1.743,-1.28,2.29,0.90
0.100,0.301,-0.962,0.007,-38.000,-10.000,-10.000,0.968,-0.069,2.386,-1.06,1.89,0.59
0.111,0.500,-0.784,-0.124,-33.000,-17.000,-18.000,0.797,-0.283,2.456,-0.78,1.74,0.54
0.090,0.591,-0.931,-0.298,-29.000,-27.000,-13.000,0.755,-0.564,2.014,-0.59,1.70,0.58
0.102,0.799,-0.379,-0.026,-23.000,-37.000,-14.000,0.606,-0.063,2.733,-0.32,1.62,0.57
0.111,0.834,-0.155,-0.167,-13.000,-41.000,-15.000,0.960,-0.235,2.215,-0.10,1.53,0.61
0.091,0.970,-0.063,0.034,-5.000,-44.000,-9.000,0.432,-0.267,0.992,-0.02,1.49,0.64
0.091,0.985,0.093,0.108,-2.000,-46.000,-15.000,0.046,0.023,0.485,0.01,1.48,0.64
0.100,0.970,0.063,0.135,-3.000,-48.000,-10.000,0.078,-0.248,0.313,0.02,1.47,0.67
0.100,0.966,0.090,0.121,-1.000,-44.000,-18.000,-0.012,-0.411,0.765,0.08,1.47,0.72
0.101,0.981,0.245,0.316,0.000,-47.000,-12.000,0.365,-0.383,1.335,0.20,1.42,0.78
0.100,0.966,0.308,0.322,6.000,-47.000,-5.000,0.783,-0.029,1.373,0.32,1.33,0.81
0.100,0.833,0.524,0.302,13.000,-44.000,-16.000,1.226,0.552,2.400,0.56,1.19,0.83
0.101,0.781,0.684,0.202,22.000,-39.000,-18.000,-0.215,-0.176,0.609,0.61,1.18,0.88
0.101,0.748,0.923,0.015,22.000,-39.000,-21.000,-0.217,1.117,-0.065,0.64,1.28,0.75
0.101,0.820,0.361,-0.106,23.000,-37.000,-22.000,0.394,1.081,-0.832,0.58,1.33,0.59
0.100,0.840,0.797,0.205,21.000,-37.000,-28.000,-0.835,0.648,-0.722,0.52,1.45,0.51
0.100,0.918,0.090,-0.020,17.000,-38.000,-21.000,0.088,-0.213,-0.838,0.42,1.44,0.52
0.100,0.854,0.103,-0.578,13.000,-37.000,-33.000,0.688,1.120,-1.426,0.28,1.43,0.38
0.111,0.864,0.082,-0.558,14.000,-35.000,-34.000,0.565,1.645,-1.342,0.14,1.43,0.17
0.090,0.818,0.012,-0.544,11.000,-31.000,-33.000,0.197,1.440,-1.153,0.05,1.44,0.03
0.100,0.743,-0.031,-0.496,9.000,-26.000,-39.000,0.671,2.111,-0.688,-0.00,1.39,-0.18
0.100,0.711,0.120,-0.613,10.000,-19.000,-43.000,0.603,1.268,0.045,0.02,1.34,-0.30
0.100,0.615,-0.000,-0.744,14.000,-16.000,-44.000,0.285,0.650,-0.140,0.01,1.33,-0.36
0.101,0.581,0.211,-0.727,18.000,-14.000,-43.000,0.021,0.742,-0.524,-0.03,1.34,-0.43
0.100,0.576,0.100,-0.563,15.000,-11.000,-44.000,0.038,0.994,-0.741,-0.10,1.34,-0.54
0.091,0.417,0.030,-0.879,15.000,-7.000,-42.000,-0.146,0.828,-0.223,-0.11,1.35,-0.61
0.100,0.339,0.158,-0.553,13.000,0.000,-44.000,-0.045,0.950,-0.366,-0.13,1.36,-0.70
0.101,0.207,0.233,-0.675,16.000,4.000,-39.000,0.017,1.317,-0.325,-0.14,1.35,-0.83
0.100,0.079,0.218,-0.638,16.000,6.000,-36.000,-0.117,0.940,-0.013,-0.12,1.36,-0.92
0.101,-0.016,0.180,-0.803,18.000,11.000,-39.000,0.207,1.083,-0.095,-0.11,1.33,-1.02
0.100,-0.088,-0.038,-0.951,20.000,17.000,-37.000,0.511,0.976,-0.146,-0.10,1.29,-1.11
0.101,-0.366,-0.018,-1.365,20.000,20.000,-32.000,0.431,0.915,0.320,-0.03,1.25,-1.18
0.100,-0.382,0.142,-1.204,18.000,21.000,-28.000,0.426,-0.159,0.570,0.02,1.22,-1.14
0.102,-0.170,0.332,-0.841,17.000,18.000,-34.000,0.150,-0.680,0.702,0.07,1.20,-1.05
0.100,0.017,0.341,-0.248,21.000,13.000,-33.000,0.343,-1.711,1.247,0.12,1.14,-0.83
0.101,0.034,0.286,-0.683,20.000,10.000,-34.000,0.803,-1.812,1.067,0.13,1.04,-0.62
0.100,0.040,0.312,-1.111,25.000,11.000,-34.000,1.014,-1.398,0.620,0.11,0.93,-0.46
0.100,0.125,0.194,-1.161,23.000,8.000,-37.000,0.558,-0.659,0.020,0.06,0.88,-0.40
0.111,0.193,0.432,-1.209,27.000,5.000,-35.000,0.376,-0.984,0.165,0.00,0.85,-0.29
0.091,0.288,0.325,-0.889,27.000,1.000,-38.000,0.582,-0.919,-0.036,-0.07,0.80,-0.22
0.091,0.346,0.693,-0.617,25.000,-3.000,-36.000,0.034,-1.353,0.227,-0.15,0.80,-0.12
0.100,0.518,0.694,-0.428,26.000,-10.000,-32.000,-0.597,-1.622,0.512,-0.23,0.89,0.05
0.100,0.639,0.563,-0.447,26.000,-14.000,-33.000,-0.398,-1.360,0.446,-0.29,0.97,0.20
0.101,0.600,0.449,-0.699,24.000,-19.000,-34.000,-0.250,-1.660,0.133,-0.39,1.05,0.37
0.101,0.711,0.370,-0.520,21.000,-26.000,-28.000,-0.178,-1.710,-0.369,-0.51,1.15,0.53
0.100,0.766,0.355,-0.430,19.000,-31.000,-29.000,-0.189,-1.893,-0.610,-0.66,1.28,0.73
0.100,0.791,0.558,-0.120,19.000,-39.000,-24.000,-0.321,-1.464,-0.697,-0.77,1.43,0.91
0.101,0.810,0.830,0.095,16.000,-43.000,-22.000,-0.921,-1.540,-0.623,-0.85,1.68,1.13
0.100,0.823,0.718,0.191,11.000,-47.000,-13.000,-1.225,-1.170,-1.641,-0.99,2.01,1.40
0.102,0.828,0.613,0.113,5.000,-47.000,-20.000,-0.664,-0.457,-1.239,-1.08,2.26,1.61
0.100,0.874,0.390,0.162,-1.000,-50.000,-11.000,-0.598,-0.493,-0.636,-1.10,2.47,1.79
0.101,0.904,0.382,0.382,-2.000,-52.000,-6.000,-0.450,-0.031,-0.420,-1.13,2.59,1.88
0.111,0.884,0.208,0.322,-4.000,-52.000,-10.000,-0.447,-0.431,-0.544,-1.13,2.80,2.06
0.091,0.902,0.085,0.358,-8.000,-52.000,4.000,-0.827,-0.707,-0.434,-1.08,2.98,2.18
0.091,0.930,-0.240,0.572,-12.000,-51.000,3.000,-0.521,-0.613,-0.611,-1.04,3.13,2.31
0.101,0.880,-0.257,0.592,-14.000,-49.000,8.000,-0.362,-0.478,-0.516,-0.99,-3.03,2.41
0.100,0.817,-0.298,0.590,-18.000,-47.000,10.000,-0.539,-0.510,-1.451,-0.91,-2.79,2.64
0.101,0.733,-0.298,0.740,-20.000,-44.000,18.000,-0.394,-0.281,-2.327,-0.78,-2.52,2.94
0.111,0.625,-0.574,0.284,-28.000,-41.000,14.000,0.600,0.763,-2.226,-0.70,-2.37,-3.01
0.090,0.582,-0.492,0.696,-33.000,-32.000,12.000,0.293,0.187,-1.965,-0.58,-2.29,-2.84
0.101,0.452,-0.794,0.575,-34.000,-22.000,3.000,0.345,0.275,-1.957,-0.46,-2.24,-2.67
0.101,0.336,-1.188,0.552,-36.000,-12.000,2.000,-0.310,0.622,-1.508,-0.37,-2.15,-2.52
0.101,0.298,-1.058,0.464,-36.000,-10.000,8.000,0.459,0.452,0.702,-0.46,-2.20,-2.53
0.100,0.456,-1.091,0.328,-37.000,-16.000,2.000,0.735,0.870,0.868,-0.59,-2.27,-2.51
0.112,0.581,-0.620,0.271,-34.000,-16.000,-2.000,1.135,0.756,0.505,-0.71,-2.38,-2.49
0.090,0.635,-0.894,0.388,-36.000,-21.000,-10.000,0.470,0.046,0.289,-0.73,-2.45,-2.51
0.101,0.599,-1.129,0.080,-36.000,-20.000,-7.000,0.723,0.206,0.260,-0.78,-2.54,-2.53
0.101,0.701,-0.608,-0.226,-31.000,-24.000,-16.000,1.521,0.911,1.792,-0.95,-2.86,-2.73
0.100,0.795,-0.444,-0.356,-25.000,-29.000,-22.000,1.401,0.704,1.341,-1.04,3.06,-2.98
0.111,0.840,-0.320,-0.372,-18.000,-28.000,-25.000,1.411,0.262,1.292,-1.03,2.63,3.00
0.091,0.868,-0.273,-0.279,-9.000,-32.000,-29.000,1.701,-0.186,1.372,-0.94,2.33,2.84
0.091,0.835,0.167,-0.452,0.000,-33.000,-30.000,1.565,-0.207,1.643,-0.83,2.11,2.74
0.100,0.827,0.325,-0.467,6.000,-33.000,-34.000,1.112,-0.093,1.473,-0.71,1.96,2.67
0.100,0.829,0.462,-0.391,13.000,-32.000,-35.000,0.623,-0.134,1.056,-0.62,1.89,2.65
0.111,0.788,0.565,-0.300,14.000,-31.000,-30.000,0.234,-0.313,0.884,-0.53,1.88,2.66
0.090,0.783,0.405,-0.350,17.000,-31.000,-38.000,0.256,0.050,0.462,-0.51,1.86,2.64
0.100,0.735,0.599,-0.350,17.000,-30.000,-26.000,0.277,-0.060,0.739,-0.45,1.83,2.63
0.101,0.706,0.631,-0.245,18.000,-27.000,-30.000,0.177,-0.170,0.959,-0.37,1.82,2.62
0.100,0.656,0.702,-0.173,23.000,-28.000,-31.000,0.049,-0.378,1.006,-0.27,1.82,2.63
0.100,0.633,0.697,-0.215,22.000,-25.000,-30.000,-0.029,-0.540,0.828,-0.19,1.84,2.67
0.101,0.534,0.787,-0.215,29.000,-24.000,-32.000,0.326,-0.988,1.622,-0.01,1.82,2.72
0.111,0.320,1.317,0.364,31.000,-20.000,-23.000,0.956,-1.263,1.540,0.18,1.70,2.83
0.090,0.215,1.164,0.366,33.000,-18.000,-20.000,1.104,0.666,0.161,0.19,1.61,2.76
0.100,0.356,0.843,0.362,38.000,-19.000,-19.000,0.830,0.487,-0.085,0.17,1.53,2.71
0.111,0.254,0.936,0.037,43.000,-20.000,-19.000,1.522,1.520,-0.023,0.19,1.39,2.53
0.091,0.339,0.980,0.170,43.000,-20.000,-10.000,1.437,2.398,-0.905,0.15,1.30,2.30
0.100,0.460,0.720,0.253,43.000,-24.000,-10.000,0.756,1.726,-1.074,0.10,1.24,2.10
0.100,0.559,0.794,0.148,39.000,-29.000,-14.000,-2.775,-1.001,-2.336,-0.16,1.52,2.15
0.091,0.637,0.843,0.151,29.000,-36.000,-16.000,-1.832,-0.844,-2.262,-0.37,1.71,2.24
0.101,0.748,0.978,-0.086,17.000,-44.000,-12.000,-1.081,-0.382,-1.434,-0.51,1.85,2.31
0.100,0.819,0.419,0.406,8.000,-47.000,-10.000,-1.574,-1.353,-1.847,-0.64,2.14,2.55
0.102,0.944,-0.132,0.565,0.000,-51.000,-2.000,-0.927,-0.933,-2.254,-0.76,2.41,2.84
0.100,0.873,-0.178,0.491,-10.000,-50.000,1.000,-0.925,-0.566,-2.441,-0.85,2.75,-3.10
0.101,0.765,0.065,0.222,-17.000,-46.000,1.000,-0.643,-0.135,-1.784,-0.89,3.03,-2.82
0.101,0.729,-0.584,0.249,-25.000,-41.000,2.000,0.173,0.860,-0.763,-0.99,3.10,-2.70
0.100,0.663,-0.591,0.443,-30.000,-37.000,-3.000,0.168,0.902,-1.460,-1.08,-2.95,-2.40
0.101,0.588,-1.088,0.051,-36.000,-28.000,-6.000,-0.152,0.917,-1.619,-1.12,-2.60,-2.01
0.101,0.507,-0.787,0.167,-37.000,-23.000,-7.000,0.075,1.162,-0.863,-1.17,-2.31,-1.68
0.101,0.449,-0.927,-0.079,-35.000,-17.000,-11.000,-0.616,1.047,-0.704,-1.18,-1.96,-1.37
0.101,0.499,-1.006,-0.003,-36.000,-15.000,-9.000,0.224,0.497,-0.140,-1.20,-1.87,-1.25
0.100,0.474,-0.985,0.031,-36.000,-13.000,-10.000,0.190,0.431,-0.398,-1.19,-1.76,-1.11
0.101,0.413,-1.295,-0.118,-36.000,-10.000,-11.000,0.252,0.920,0.013,-1.21,-1.56,-0.86
0.101,0.531,-0.947,-0.001,-36.000,-14.000,-14.000,0.447,0.803,1.094,-1.33,-1.28,-0.52
0.100,0.700,-0.528,-0.099,-32.000,-17.000,-12.000,0.241,0.880,1.335,-1.40,-0.51,0.28
0.091,0.657,-0.724,-0.366,-30.000,-18.000,-24.000,0.881,0.924,1.545,-1.34,0.25,1.13
0.101,0.792,-0.558,-0.350,-27.000,-26.000,-27.000,0.703,0.727,0.966,-1.25,0.46,1.42
0.101,0.745,-0.292,-0.142,-17.000,-29.000,-33.000,2.960,-1.878,1.717,-1.28,1.01,2.30
0.101,0.892,-0.250,-0.344,-12.000,-35.000,-26.000,1.677,-1.060,1.641,-1.17,1.33,2.81
0.101,0.904,-0.014,-0.329,-3.000,-37.000,-28.000,0.823,-0.611,0.815,-1.11,1.43,3.00
0.101,0.930,0.171,-0.378,-1.000,-38.000,-22.000,0.450,0.051,0.140,-1.11,1.40,3.01
0.111,0.960,0.162,-0.013,2.000,-40.000,-23.000,0.132,-1.159,0.282,-1.10,1.66,-2.98
0.091,0.938,0.282,-0.008,2.000,-45.000,-20.000,0.145,-1.508,0.659,-1.03,1.88,-2.72
0.101,0.929,0.414,0.189,0.000,-44.000,-16.000,-0.167,-0.772,-0.935,-1.11,2.11,-2.49
0.101,0.931,0.094,0.413,-5.000,-46.000,-11.000,-0.320,-0.823,-0.942,-1.14,2.39,-2.21
0.101,0.881,-0.279,0.397,-13.000,-44.000,-4.000,-1.560,0.297,-3.016,-1.28,-2.97,-1.40
0.100,0.824,-0.397,0.268,-20.000,-43.000,-7.000,-0.194,-0.032,-2.575,-1.17,-2.32,-0.73
0.101,0.725,-0.348,0.338,-25.000,-36.000,-2.000,-0.151,0.113,-2.550,-0.97,-2.01,-0.40
0.101,0.637,-0.732,0.326,-31.000,-30.000,-6.000,0.116,-0.276,-2.215,-0.77,-1.95,-0.30
0.100,0.496,-0.767,0.326,-33.000,-22.000,-11.000,0.265,-0.250,-1.305,-0.65,-1.95,-0.27
0.101,0.384,-0.995,0.229,-35.000,-14.000,-9.000,0.217,-0.256,-1.268,-0.53,-1.96,-0.24
0.090,0.259,-1.014,0.054,-37.000,-8.000,-10.000,0.011,0.168,-1.796,-0.39,-1.92,-0.17
0.101,0.132,-1.172,0.039,-36.000,-1.000,-2.000,0.027,0.379,-1.603,-0.26,-1.90,-0.07
0.100,0.030,-1.084,0.164,-35.000,5.000,-3.000,0.058,0.423,-1.465,-0.14,-1.89,0.02
0.101,-0.032,-1.058,0.300,-31.000,10.000,-6.000,-0.133,0.466,-1.348,-0.02,-1.87,0.10
0.101,-0.184,-0.915,0.185,-25.000,11.000,-1.000,-0.067,0.232,-0.903,0.07,-1.86,0.15
0.101,-0.263,-1.053,0.258,-24.000,12.000,-10.000,0.029,-0.355,-0.772,0.16,-1.87,0.14
0.101,-0.342,-0.962,0.141,-22.000,15.000,-5.000,-0.058,0.375,-0.819,0.23,-1.87,0.20
0.101,-0.435,-0.907,0.125,-20.000,17.000,-10.000,-0.132,0.553,-0.917,0.32,-1.89,0.29
0.101,-0.474,-0.652,0.257,-17.000,20.000,-7.000,0.363,0.021,-0.930,0.41,-1.94,0.33
0.100,-0.513,-1.032,0.148,-16.000,22.000,-9.000,0.091,0.284,-0.361,0.45,-1.97,0.37
0.101,-0.514,-0.717,0.258,-16.000,24.000,-9.000,0.118,-0.208,-0.660,0.53,-1.98,0.38
0.101,-0.620,-0.576,0.367,-13.000,28.000,-13.000,0.156,-0.170,-0.451,0.59,-2.00,0.38
0.101,-0.680,-0.908,0.478,-14.000,28.000,-19.000,0.436,-0.527,-0.196,0.64,-2.02,0.33
0.101,-0.715,-0.833,0.099,-10.000,28.000,-12.000,-0.158,0.667,0.162,0.60,-2.04,0.40
0.100,-0.607,-0.811,0.117,-14.000,28.000,-12.000,0.424,0.557,0.842,0.51,-2.10,0.42
0.100,-0.505,-0.800,0.432,-14.000,25.000,-9.000,-0.176,-0.045,0.843,0.45,-2.05,0.36
0.111,-0.471,-1.021,0.290,-19.000,26.000,-2.000,-0.017,0.097,0.799,0.37,-2.04,0.33
0.091,-0.430,-0.804,0.044,-21.000,21.000,-2.000,-0.293,0.757,0.500,0.31,-2.03,0.38
0.091,-0.380,-0.756,0.371,-21.000,20.000,-5.000,-0.768,0.830,-0.556,0.33,-1.99,0.47
0.101,-0.340,-0.749,0.683,-24.000,23.000,2.000,-0.094,0.163,0.684,0.27,-1.97,0.46
0.100,-0.223,-0.750,0.513,-23.000,19.000,3.000,0.198,0.013,0.173,0.26,-1.99,0.45
0.111,-0.259,-1.109,0.647,-26.000,18.000,1.000,-0.142,1.155,0.790,0.13,-1.99,0.54
0.090,-0.133,-0.781,0.366,-27.000,12.000,7.000,-0.112,-0.483,0.981,0.07,-1.97,0.46
0.100,-0.024,-1.045,0.468,-34.000,11.000,5.000,0.111,0.765,1.299,-0.08,-1.98,0.49
0.101,0.221,-0.718,-0.086,-37.000,2.000,8.000,-0.067,1.645,1.269,-0.27,-1.96,0.59
0.100,0.343,-0.931,0.206,-37.000,-2.000,12.000,0.108,1.312,1.073,-0.42,-1.95,0.68
0.100,0.531,-0.688,0.244,-38.000,-9.000,7.000,0.296,0.712,1.093,-0.56,-1.96,0.71
0.111,0.605,-0.769,0.129,-38.000,-13.000,8.000,0.809,0.581,0.729,-0.68,-2.03,0.75
0.091,0.697,-0.609,0.458,-36.000,-19.000,2.000,0.660,0.227,1.185,-0.79,-2.12,0.70
0.100,0.806,-0.340,0.126,-33.000,-24.000,-3.000,0.493,0.520,1.003,-0.92,-2.18,0.69
0.101,0.844,-0.478,0.217,-33.000,-31.000,-2.000,0.755,0.311,1.264,-1.05,-2.34,0.58
0.100,0.871,-0.266,-0.087,-27.000,-34.000,-15.000,0.669,0.587,1.157,-1.19,-2.51,0.47
0.101,0.816,-0.094,-0.123,-28.000,-34.000,-10.000,0.486,0.809,2.271,-1.35,3.06,-0.23
0.101,0.792,0.191,-0.552,-19.000,-36.000,-23.000,0.583,0.297,1.122,-1.34,2.54,-0.72
0.091,0.941,-0.574,-0.154,-20.000,-37.000,-22.000,0.131,-0.247,0.072,-1.32,2.52,-0.74
0.101,0.908,0.088,-0.377,-14.000,-38.000,-14.000,0.413,0.469,0.814,-1.30,2.18,-1.07
0.101,0.899,0.025,-0.364,-12.000,-35.000,-23.000,0.399,0.422,0.525,-1.27,1.96,-1.27
0.111,0.872,-0.073,-0.391,-10.000,-38.000,-18.000,0.426,0.382,0.749,-1.21,1.77,-1.44
0.090,0.857,0.224,-0.246,-7.000,-37.000,-25.000,0.393,0.336,1.049,-1.13,1.66,-1.54
0.102,0.825,0.275,-0.254,-2.000,-34.000,-30.000,0.470,0.348,1.075,-1.03,1.56,-1.61
0.101,0.694,0.320,-0.298,0.000,-32.000,-26.000,0.370,0.202,1.245,-0.92,1.52,-1.63
0.101,0.540,0.784,-0.590,3.000,-29.000,-33.000,0.324,0.653,1.145,-0.81,1.45,-1.70
0.101,0.474,0.831,-0.547,6.000,-24.000,-30.000,0.385,0.621,0.728,-0.74,1.37,-1.76
